"TimeCreated","Id","LevelDisplayName","Message"
"30-10-2025 12:28:48 PM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"30-10-2025 12:28:48 PM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"30-10-2025 12:28:48 PM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"30-10-2025 12:28:48 PM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"30-10-2025 12:28:42 PM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"29-10-2025 08:08:15 PM","54","Information","Local multi-user session manager received system shutdown message"
"29-10-2025 08:08:15 PM","23","Information","Remote Desktop Services: Session logoff succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"29-10-2025 01:42:44 PM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"29-10-2025 01:42:44 PM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"29-10-2025 01:42:44 PM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"29-10-2025 01:42:44 PM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"29-10-2025 01:42:20 PM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"29-10-2025 11:53:39 AM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"29-10-2025 11:53:39 AM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"29-10-2025 11:53:39 AM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"29-10-2025 11:53:39 AM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"29-10-2025 11:53:33 AM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"28-10-2025 08:13:18 PM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"28-10-2025 08:13:18 PM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"28-10-2025 08:13:18 PM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 08:13:18 PM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 08:13:10 PM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"28-10-2025 02:57:00 PM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"28-10-2025 02:57:00 PM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"28-10-2025 02:56:59 PM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 02:56:59 PM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 02:56:43 PM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
