"Name","LastWriteTime","FullName"
"mailtoanjuri.manikanta%40kanan.co.lnk","18-07-2025 02:34:28 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\mailtoanjuri.manikanta%40kanan.co.lnk"
"Manav_Excel test.xlsx.lnk","24-10-2025 05:48:55 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Manav_Excel test.xlsx.lnk"
"MCM Demo.docx.lnk","12-07-2025 06:17:38 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\MCM Demo.docx.lnk"
"microsoft-edgehttps--www.microsoft.com-edge-create-a-themesource=ip&es=0&form=M403V9&msclkid=79f050e99afc10e9e3443738852e5001.lnk","12-03-2025 01:55:10 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\microsoft-edgehttps--www.microsoft.com-edge-create-a-themesource=ip&es=0&form=M403V9&msclkid=79f050e99afc10e9e3443738852e5001.lnk"
"MIS (2).lnk","12-09-2025 03:13:55 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\MIS (2).lnk"
"MIS Department.pptx.lnk","31-10-2025 04:53:22 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\MIS Department.pptx.lnk"
"MIS Department_Final.pptx (2).lnk","31-10-2025 04:53:16 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\MIS Department_Final.pptx (2).lnk"
"MIS Department_Final.pptx.lnk","16-07-2025 05:00:58 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\MIS Department_Final.pptx.lnk"
"mis.lnk","09-07-2025 01:15:14 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\mis.lnk"
"MIS_DAILY_SUMMARY_REPORT -03-10-2025.pdf.lnk","03-10-2025 07:50:49 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\MIS_DAILY_SUMMARY_REPORT -03-10-2025.pdf.lnk"
"MIS_Department_Final_20 Sept'24.pptx.lnk","16-07-2025 05:00:54 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\MIS_Department_Final_20 Sept'24.pptx.lnk"
"MIS_Department_Final_20_Sept'24.lnk","04-01-2025 04:17:50 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\MIS_Department_Final_20_Sept'24.lnk"
"MIS_Department_Final_31_Jan'25.pptx.lnk","16-07-2025 06:11:17 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\MIS_Department_Final_31_Jan'25.pptx.lnk"
"Mouse.lnk","24-01-2025 03:41:54 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Mouse.lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (10).lnk","08-01-2025 05:07:47 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (10).lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (11).lnk","12-01-2025 11:22:29 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (11).lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (2).lnk","24-10-2024 11:04:35 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (2).lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (3).lnk","20-11-2024 10:42:35 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (3).lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (4).lnk","22-11-2024 05:23:51 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (4).lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (5).lnk","11-12-2024 06:41:38 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (5).lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (6).lnk","20-12-2024 11:20:14 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (6).lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (7).lnk","27-12-2024 03:46:59 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (7).lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (8).lnk","02-01-2025 11:10:20 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (8).lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (9).lnk","02-01-2025 07:49:02 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0 (9).lnk"
"ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0.lnk","19-10-2024 03:51:33 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-&suppressAnimations=false&showFooter=true&allowPageNavigation=true&edgeGestureOffset=0&inputAnimationSourceId=0&inputAnimationProviderId=0.lnk"
"ms-actioncentercontrolcenter-cast (2).lnk","09-01-2025 11:44:06 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-cast (2).lnk"
"ms-actioncentercontrolcenter-cast.lnk","16-10-2024 12:06:45 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-cast.lnk"
"ms-actioncentercontrolcenter-project.lnk","17-12-2024 07:04:53 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-actioncentercontrolcenter-project.lnk"
"ms-copilothotkeypress=tap.lnk","18-09-2025 06:13:43 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-copilothotkeypress=tap.lnk"
"ms-gamebar--hotkey-ihkid=IHKID_TOGGLE_GAME_RECORDING_INDICATOR&source=GbEm.lnk","25-12-2024 07:12:59 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-gamebar--hotkey-ihkid=IHKID_TOGGLE_GAME_RECORDING_INDICATOR&source=GbEm.lnk"
"ms-gamingoverlay--- (2).lnk","25-07-2025 11:04:00 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--- (2).lnk"
"ms-gamingoverlay--- (3).lnk","30-10-2025 12:31:50 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--- (3).lnk"
"ms-gamingoverlay---.lnk","24-01-2025 11:17:25 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay---.lnk"
"ms-gamingoverlay--kglcheck- (2).lnk","25-07-2025 11:04:00 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--kglcheck- (2).lnk"
"ms-gamingoverlay--kglcheck- (3).lnk","30-10-2025 12:31:50 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--kglcheck- (3).lnk"
"ms-gamingoverlay--kglcheck-.lnk","24-01-2025 11:17:25 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--kglcheck-.lnk"
"ms-photosspareprocess-viewer (10).lnk","02-12-2024 05:06:07 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (10).lnk"
"ms-photosspareprocess-viewer (11).lnk","03-12-2024 06:59:19 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (11).lnk"
"ms-photosspareprocess-viewer (12).lnk","11-12-2024 11:00:24 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (12).lnk"
"ms-photosspareprocess-viewer (13).lnk","11-12-2024 11:04:05 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (13).lnk"
"ms-photosspareprocess-viewer (14).lnk","02-01-2025 03:29:59 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (14).lnk"
"ms-photosspareprocess-viewer (15).lnk","08-01-2025 03:58:06 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (15).lnk"
"ms-photosspareprocess-viewer (16).lnk","11-01-2025 07:32:10 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (16).lnk"
"ms-photosspareprocess-viewer (17).lnk","17-01-2025 12:31:34 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (17).lnk"
"ms-photosspareprocess-viewer (18).lnk","28-01-2025 06:49:48 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (18).lnk"
"ms-photosspareprocess-viewer (19).lnk","31-01-2025 02:41:47 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (19).lnk"
"ms-photosspareprocess-viewer (2).lnk","24-10-2024 11:09:34 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (2).lnk"
"ms-photosspareprocess-viewer (20).lnk","04-02-2025 12:01:28 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (20).lnk"
"ms-photosspareprocess-viewer (21).lnk","10-02-2025 07:42:43 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (21).lnk"
"ms-photosspareprocess-viewer (22).lnk","14-02-2025 04:26:36 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (22).lnk"
"ms-photosspareprocess-viewer (23).lnk","17-02-2025 06:04:36 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (23).lnk"
"ms-photosspareprocess-viewer (24).lnk","18-02-2025 08:01:04 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (24).lnk"
"ms-photosspareprocess-viewer (25).lnk","25-02-2025 11:39:45 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (25).lnk"
"ms-photosspareprocess-viewer (26).lnk","26-02-2025 07:40:08 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (26).lnk"
"ms-photosspareprocess-viewer (27).lnk","27-02-2025 06:41:31 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (27).lnk"
"ms-photosspareprocess-viewer (28).lnk","10-03-2025 01:09:02 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (28).lnk"
"ms-photosspareprocess-viewer (29).lnk","12-03-2025 06:19:49 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (29).lnk"
"ms-photosspareprocess-viewer (3).lnk","24-10-2024 11:15:29 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (3).lnk"
"ms-photosspareprocess-viewer (30).lnk","15-03-2025 03:56:17 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (30).lnk"
"ms-photosspareprocess-viewer (31).lnk","15-03-2025 05:13:07 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (31).lnk"
"ms-photosspareprocess-viewer (32).lnk","17-03-2025 04:31:01 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (32).lnk"
"ms-photosspareprocess-viewer (33).lnk","18-03-2025 06:26:51 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (33).lnk"
"ms-photosspareprocess-viewer (34).lnk","18-03-2025 07:02:48 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (34).lnk"
"ms-photosspareprocess-viewer (35).lnk","18-03-2025 08:26:51 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (35).lnk"
"ms-photosspareprocess-viewer (36).lnk","25-03-2025 03:49:50 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (36).lnk"
"ms-photosspareprocess-viewer (37).lnk","01-04-2025 07:49:33 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (37).lnk"
"ms-photosspareprocess-viewer (38).lnk","05-04-2025 10:18:50 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (38).lnk"
"ms-photosspareprocess-viewer (39).lnk","09-04-2025 04:21:33 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (39).lnk"
"ms-photosspareprocess-viewer (4).lnk","04-11-2024 01:43:12 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (4).lnk"
"ms-photosspareprocess-viewer (40).lnk","10-04-2025 05:33:01 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (40).lnk"
"ms-photosspareprocess-viewer (41).lnk","11-04-2025 05:26:03 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (41).lnk"
"ms-photosspareprocess-viewer (42).lnk","13-04-2025 10:40:29 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (42).lnk"
"ms-photosspareprocess-viewer (43).lnk","21-04-2025 11:00:56 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (43).lnk"
"ms-photosspareprocess-viewer (44).lnk","26-04-2025 12:17:12 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (44).lnk"
"ms-photosspareprocess-viewer (45).lnk","03-05-2025 09:33:08 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (45).lnk"
"ms-photosspareprocess-viewer (46).lnk","08-05-2025 11:14:38 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (46).lnk"
"ms-photosspareprocess-viewer (47).lnk","10-05-2025 12:36:42 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (47).lnk"
"ms-photosspareprocess-viewer (48).lnk","10-05-2025 07:44:31 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (48).lnk"
"ms-photosspareprocess-viewer (49).lnk","13-05-2025 06:40:39 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (49).lnk"
"ms-photosspareprocess-viewer (5).lnk","08-11-2024 05:36:53 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (5).lnk"
"ms-photosspareprocess-viewer (50).lnk","16-05-2025 11:59:08 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (50).lnk"
"ms-photosspareprocess-viewer (51).lnk","16-05-2025 06:20:03 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (51).lnk"
"ms-photosspareprocess-viewer (52).lnk","19-05-2025 03:25:57 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (52).lnk"
"ms-photosspareprocess-viewer (53).lnk","29-05-2025 03:46:08 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (53).lnk"
"ms-photosspareprocess-viewer (54).lnk","14-06-2025 02:20:39 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (54).lnk"
"ms-photosspareprocess-viewer (55).lnk","01-07-2025 12:59:49 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (55).lnk"
"ms-photosspareprocess-viewer (56).lnk","18-07-2025 07:06:52 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (56).lnk"
"ms-photosspareprocess-viewer (57).lnk","23-07-2025 11:53:27 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (57).lnk"
"ms-photosspareprocess-viewer (58).lnk","01-08-2025 11:39:21 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (58).lnk"
"ms-photosspareprocess-viewer (59).lnk","13-08-2025 02:29:00 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (59).lnk"
"ms-photosspareprocess-viewer (6).lnk","12-11-2024 01:44:33 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (6).lnk"
"ms-photosspareprocess-viewer (60).lnk","14-08-2025 06:05:40 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (60).lnk"
"ms-photosspareprocess-viewer (61).lnk","19-09-2025 03:33:04 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (61).lnk"
"ms-photosspareprocess-viewer (62).lnk","03-10-2025 11:03:27 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (62).lnk"
"ms-photosspareprocess-viewer (63).lnk","11-10-2025 01:12:36 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (63).lnk"
"ms-photosspareprocess-viewer (64).lnk","30-10-2025 01:41:40 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (64).lnk"
"ms-photosspareprocess-viewer (7).lnk","14-11-2024 07:01:43 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (7).lnk"
"ms-photosspareprocess-viewer (8).lnk","27-11-2024 11:06:02 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (8).lnk"
"ms-photosspareprocess-viewer (9).lnk","27-11-2024 03:21:37 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer (9).lnk"
"ms-photosspareprocess-viewer.lnk","18-10-2024 05:28:01 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-photosspareprocess-viewer.lnk"
"ms-print-queueopenprinter=HP%20LaserJet%20Tank%201020.lnk","18-01-2025 12:07:23 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-print-queueopenprinter=HP%20LaserJet%20Tank%201020.lnk"
"ms-print-queueopenprinter=NPI3309B7%20%28HP%20LaserJet%20Tank%201020w%29 (2).lnk","27-09-2025 02:50:50 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-print-queueopenprinter=NPI3309B7%20%28HP%20LaserJet%20Tank%201020w%29 (2).lnk"
"ms-print-queueopenprinter=NPI3309B7%20%28HP%20LaserJet%20Tank%201020w%29.lnk","21-07-2025 01:59:52 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-print-queueopenprinter=NPI3309B7%20%28HP%20LaserJet%20Tank%201020w%29.lnk"
"ms-screensketchedit&filePath=C%3A%5CUsers%5CDell%5COneDrive%5CPictures%5CScreenshots%5CScreenshot%202025-07-09%20164213.png&isTemporary=false&saved=true&source=Toast.lnk","09-07-2025 04:42:16 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-screensketchedit&filePath=C%3A%5CUsers%5CDell%5COneDrive%5CPictures%5CScreenshots%5CScreenshot%202025-07-09%20164213.png&isTemporary=false&saved=true&source=Toast.lnk"
"ms-screensketchedit&filePath=C%3A%5CUsers%5CDell%5COneDrive%5CPictures%5CScreenshots%5CScreenshot%202025-09-19%20192728.png&isTemporary=false&saved=true&source=MarkUpButton.lnk","19-09-2025 07:27:33 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-screensketchedit&filePath=C%3A%5CUsers%5CDell%5COneDrive%5CPictures%5CScreenshots%5CScreenshot%202025-09-19%20192728.png&isTemporary=false&saved=true&source=MarkUpButton.lnk"
"ms-screensketchedit&source=Toast&filePath=C%3A%5CUsers%5CDell%5COneDrive%5CPictures%5CScreenshots%5CScreenshot%202024-12-16%20141135.png&isTemporary=false&saved=true.lnk","16-12-2024 02:11:37 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-screensketchedit&source=Toast&filePath=C%3A%5CUsers%5CDell%5COneDrive%5CPictures%5CScreenshots%5CScreenshot%202024-12-16%20141135.png&isTemporary=false&saved=true.lnk"
"ms-screensketchedit&source=Toast&filePath=C%3A%5CUsers%5CDell%5COneDrive%5CPictures%5CScreenshots%5CScreenshot%202024-12-17%20175728.png&isTemporary=false&saved=true.lnk","17-12-2024 05:57:29 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-screensketchedit&source=Toast&filePath=C%3A%5CUsers%5CDell%5COneDrive%5CPictures%5CScreenshots%5CScreenshot%202024-12-17%20175728.png&isTemporary=false&saved=true.lnk"
"ms-screensketchedit&source=Toast&filePath=C%3A%5CUsers%5CDell%5COneDrive%5CPictures%5CScreenshots%5CScreenshot%202025-01-17%20121330.png&isTemporary=false&saved=true.lnk","17-01-2025 12:13:32 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-screensketchedit&source=Toast&filePath=C%3A%5CUsers%5CDell%5COneDrive%5CPictures%5CScreenshots%5CScreenshot%202025-01-17%20121330.png&isTemporary=false&saved=true.lnk"
"ms-settingsaccounts.lnk","25-10-2025 04:49:52 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-settingsaccounts.lnk"
"ms-settingsdateandtime.lnk","16-12-2024 04:46:00 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-settingsdateandtime.lnk"
"ms-settingsnotifications.lnk","14-12-2024 02:11:48 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-settingsnotifications.lnk"
"ms-settingstaskbar.lnk","24-10-2024 02:42:50 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-settingstaskbar.lnk"
"ms-settingswindowsupdate (2).lnk","24-10-2025 06:46:22 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-settingswindowsupdate (2).lnk"
"ms-settingswindowsupdate.lnk","16-01-2025 02:10:22 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-settingswindowsupdate.lnk"
"ms-settingswindowsupdatewinsettingshome (2).lnk","12-01-2025 07:11:09 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-settingswindowsupdatewinsettingshome (2).lnk"
"ms-settingswindowsupdatewinsettingshome (3).lnk","20-01-2025 02:45:24 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-settingswindowsupdatewinsettingshome (3).lnk"
"ms-settingswindowsupdatewinsettingshome.lnk","12-01-2025 04:04:38 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\ms-settingswindowsupdatewinsettingshome.lnk"
"MY KRA.pdf.lnk","03-10-2025 02:55:07 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\MY KRA.pdf.lnk"
"Network and Sharing Center (2).lnk","24-01-2025 06:26:31 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Network and Sharing Center (2).lnk"
"Network and Sharing Center.lnk","16-10-2024 05:09:43 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Network and Sharing Center.lnk"
"New folder.lnk","27-10-2025 04:19:30 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\New folder.lnk"
"Not found cases (2).lnk","24-01-2025 07:45:48 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Not found cases (2).lnk"
"OCT_.xlsx.lnk","31-10-2025 04:50:52 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\OCT_.xlsx.lnk"
"on pager .png.lnk","16-07-2025 01:12:23 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\on pager .png.lnk"
"Overall (2).lnk","27-01-2025 05:04:51 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Overall (2).lnk"
