"Name","DisplayName","Enabled","Action","Direction","Profile","Program"
"Microsoft.Edge.GameAssist_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Microsoft Edge Game Assist","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.SecHealthUI_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Security","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.SecHealthUI_8wekyb3d8bbwe-In-Allow-ServerCapability","Windows Security","True","Allow","Inbound","Domain, Private",
"{1433CDD2-FBFA-4A94-ACA4-22B94B2C04DF}","Google Chrome (mDNS-In)","True","Allow","Inbound","Any",
"{AD8C5CE3-A8A4-47A3-871D-B2BFCE43EE76}","Microsoft Edge (mDNS-In)","True","Allow","Inbound","Any",
"{7C42BE98-7826-4A22-A193-E69087187C46}","Microsoft Edge (mDNS-In)","True","Allow","Inbound","Any",
"Microsoft.MicrosoftSolitaireCollection_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Solitaire & Casual Games","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.MicrosoftSolitaireCollection_8wekyb3d8bbwe-In-Allow-ServerCapability","Solitaire & Casual Games","True","Allow","Inbound","Domain, Private",
"Microsoft.XboxGamingOverlay_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Game Bar","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.XboxGamingOverlay_8wekyb3d8bbwe-In-Allow-ServerCapability","Game Bar","True","Allow","Inbound","Domain, Private, Public",
"Microsoft.WindowsTerminal_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Terminal","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.BingWeather_8wekyb3d8bbwe-Out-Allow-AllCapabilities","MSN Weather","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.BingWeather_8wekyb3d8bbwe-In-Allow-ServerCapability","MSN Weather","True","Allow","Inbound","Domain, Private",
"Clipchamp.Clipchamp_yxz26nhyzhsrt-Out-Allow-AllCapabilities","Microsoft Clipchamp","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.GetHelp_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Get Help","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.ZuneMusic_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Media Player","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.ZuneMusic_8wekyb3d8bbwe-In-Allow-ServerCapability","Windows Media Player","True","Allow","Inbound","Domain, Private",
"Microsoft.WindowsCalculator_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Calculator","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Feedback Hub","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe-In-Allow-ServerCapability","Feedback Hub","True","Allow","Inbound","Domain, Private",
"Microsoft.XboxIdentityProvider_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Xbox Identity Provider","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.GamingApp_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Xbox","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.GamingApp_8wekyb3d8bbwe-In-Allow-ServerCapability","Xbox","True","Allow","Inbound","Domain, Private",
"Microsoft.StorePurchaseApp_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Store Experience Host","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.StorePurchaseApp_8wekyb3d8bbwe-In-Allow-ServerCapability","Store Experience Host","True","Allow","Inbound","Domain, Private",
"Microsoft.MicrosoftPowerBIDesktop_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Power BI Desktop","True","Allow","Outbound","Domain, Private, Public",
"{02A8088E-F5BD-486A-A310-D6581C8A124C}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{B61CDCC9-E198-4631-85E0-65402C221F11}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{CDFC4FBC-AC87-444C-881E-6738A4462D6C}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{B4AC3A90-FEAA-4AF4-A4B3-DF313CF4993A}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{5F30D545-CF70-4B90-BB53-6E78C03DEB71}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{E9786448-A46F-4271-98DD-8240778B205B}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{92EF1A04-3241-456E-BDD4-874501B93BC6}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{E8926E58-F584-44A3-ABBE-67DAC742E1AF}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{28CB3DE6-614B-4BC1-86A2-753F68D5E65B}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{84C16032-BCD7-42E6-88F8-DCC8C9DC44FB}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{CDA1EEA0-33F0-4B59-8C26-F65523F8C167}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{F010D5F6-82FE-4ACB-936E-FB82179CFB40}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{9527FF59-AB48-4082-B294-6B3F78E76915}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{016D1E45-856B-4F8A-B352-A94D9101A0FF}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{6EB3EA43-9DA8-4220-A64D-07CF053340AF}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{032ECCA8-AF99-486A-9CD7-FD91F4999E0B}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"MicrosoftWindows.54792954.Filons_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.58680125.Speion_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.58681517.Voiess_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.58681560.Livtop_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.58683691.InpApp_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.59336768.Speion_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.59337133.Voiess_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.59379618.InpApp_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.Client.CBS_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.Client.CBS_cw5n1h2txyewy-In-Allow-ServerCapability","Windows Feature Experience Pack","True","Allow","Inbound","Domain, Private, Public",
"MicrosoftWindows.Client.CoreAI_cw5n1h2txyewy-Out-Allow-AllCapabilities","Click to Do","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.Client.Core_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.Client.Core_cw5n1h2txyewy-In-Allow-ServerCapability","Windows Feature Experience Pack","True","Allow","Inbound","Domain, Private",
"MicrosoftWindows.Client.OOBE_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.Client.OOBE_cw5n1h2txyewy-In-Allow-ServerCapability","Windows Feature Experience Pack","True","Allow","Inbound","Domain, Private, Public",
"{26481388-F53F-485F-8DD4-301EABCC4177}","AnyDesk","True","Allow","Inbound","Private",
"{3FE2C575-7DE3-4C45-AE15-986CAB51E500}","AnyDesk","True","Allow","Inbound","Private",
"{2562D5B8-550C-4EDD-9A9D-2E44A42A999F}","AnyDesk","True","Allow","Inbound","Public",
"{16F0D088-1D20-4FF5-B329-F56903DFC8F6}","AnyDesk","True","Allow","Inbound","Public",
"{AC928DA8-AD0D-4A95-9AC3-D076884FE506}","AnyDesk","True","Allow","Inbound","Domain",
"{56428D9B-9423-4D33-8FDC-A6204C9C5602}","AnyDesk","True","Allow","Inbound","Domain",
"MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Web Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.WindowsStore_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Microsoft Store","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.WindowsStore_8wekyb3d8bbwe-In-Allow-ServerCapability","Microsoft Store","True","Allow","Inbound","Domain, Private, Public",
"Microsoft.DesktopAppInstaller_8wekyb3d8bbwe-Out-Allow-AllCapabilities","App Installer","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.DesktopAppInstaller_8wekyb3d8bbwe-In-Allow-ServerCapability","App Installer","True","Allow","Inbound","Domain, Private",
"Microsoft.StartExperiencesApp_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Start Experiences App","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.Office.ActionsServer_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Microsoft.Office.ActionsServer","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.OfficePushNotificationUtility_8wekyb3d8bbwe-Out-Allow-AllCapabilities","OfficePushNotificationsUtility","True","Allow","Outbound","Domain, Private, Public",
